Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
182,PHS,28213.852,22063.232,0.0
182,H2,0.0,0.0,0.0
183,Li-Ion,0.0,0.0,0.0
183,CAES,0.0,0.0,0.0
183,PHS,6162.2973,0.0,5449.3666
183,H2,0.0,0.0,0.0
184,Li-Ion,0.0,0.0,0.0
184,CAES,0.0,0.0,0.0
184,PHS,48267.295,42563.941,0.0
184,H2,0.0,0.0,0.0
185,Li-Ion,0.0,0.0,0.0
185,CAES,0.0,0.0,0.0
185,PHS,5188.5464,0.0,4588.2712
185,H2,0.0,0.0,0.0
186,Li-Ion,0.0,0.0,0.0
186,CAES,0.0,0.0,0.0
186,PHS,3294.9613,0.0,7502.0306
186,H2,0.0,0.0,0.0
187,Li-Ion,0.0,0.0,0.0
187,CAES,0.0,0.0,0.0
187,PHS,44760.508,41636.82,0.0
187,H2,0.0,0.0,0.0
188,Li-Ion,0.0,0.0,0.0
188,CAES,0.0,0.0,0.0
188,PHS,3493.6865,0.0,3089.4936
188,H2,0.0,0.0,0.0
189,Li-Ion,0.0,0.0,0.0
189,CAES,0.0,0.0,0.0
189,PHS,31746.882,27558.125,0.0
189,H2,0.0,0.0,0.0
190,Li-Ion,0.0,0.0,0.0
190,CAES,0.0,0.0,0.0
190,PHS,24928.335,19493.958,0.0
190,H2,0.0,0.0,0.0
191,Li-Ion,0.0,0.0,0.0
191,CAES,0.0,0.0,0.0
191,PHS,22117.693,14703.007,2932.2703
191,H2,0.0,0.0,0.0
192,Li-Ion,0.0,0.0,0.0
192,CAES,0.0,0.0,0.0
192,PHS,54661.6,45338.4,0.0
192,H2,0.0,0.0,0.0
193,Li-Ion,0.0,0.0,0.0
193,CAES,0.0,0.0,0.0
193,PHS,46372.908,36263.614,0.0
193,H2,0.0,0.0,0.0
194,Li-Ion,0.0,0.0,0.0
194,CAES,0.0,0.0,0.0
194,PHS,49807.158,38949.198,0.0
194,H2,0.0,0.0,0.0
195,Li-Ion,0.0,0.0,0.0
195,CAES,0.0,0.0,0.0
195,PHS,49732.296,38304.621,662.70459
195,H2,0.0,0.0,0.0
196,Li-Ion,0.0,0.0,0.0
196,CAES,0.0,0.0,0.0
196,PHS,55787.859,44212.141,0.0
196,H2,0.0,0.0,0.0
197,Li-Ion,0.0,0.0,0.0
197,CAES,0.0,0.0,0.0
197,PHS,49764.52,38915.855,0.0
197,H2,0.0,0.0,0.0
198,Li-Ion,0.0,0.0,0.0
198,CAES,0.0,0.0,0.0
198,PHS,9679.2933,0.0,8559.473
198,H2,0.0,0.0,0.0
199,Li-Ion,0.0,0.0,0.0
199,CAES,0.0,0.0,0.0
199,PHS,53509.155,46490.845,3304.8688
199,H2,0.0,0.0,0.0
200,Li-Ion,0.0,0.0,0.0
200,CAES,0.0,0.0,0.0
200,PHS,37943.496,32594.335,0.0
200,H2,0.0,0.0,0.0
201,Li-Ion,0.0,0.0,0.0
201,CAES,0.0,0.0,0.0
201,PHS,5382.239,0.0,4759.5551
201,H2,0.0,0.0,0.0
202,Li-Ion,0.0,0.0,0.0
202,CAES,0.0,0.0,0.0
202,PHS,45483.243,39776.807,0.0
202,H2,0.0,0.0,0.0
203,Li-Ion,0.0,0.0,0.0
203,CAES,0.0,0.0,0.0
203,PHS,6509.2216,261.81326,5460.0886
203,H2,0.0,0.0,0.0
204,Li-Ion,0.0,0.0,0.0
204,CAES,0.0,0.0,0.0
204,PHS,53407.184,46592.816,0.0
204,H2,0.0,0.0,0.0
205,Li-Ion,0.0,0.0,0.0
205,CAES,0.0,0.0,0.0
205,PHS,30958.868,24209.835,0.0
205,H2,0.0,0.0,0.0
206,Li-Ion,0.0,0.0,0.0
206,CAES,0.0,0.0,0.0
206,PHS,6600.0064,26.433225,5806.5447
206,H2,0.0,0.0,0.0
207,Li-Ion,0.0,0.0,0.0
207,CAES,0.0,0.0,0.0
207,PHS,53235.257,46764.743,0.0
207,H2,0.0,0.0,0.0
208,Li-Ion,0.0,0.0,0.0
208,CAES,0.0,0.0,0.0
208,PHS,27933.998,21844.387,0.0
208,H2,0.0,0.0,0.0
209,Li-Ion,0.0,0.0,0.0
209,CAES,0.0,0.0,0.0
209,PHS,5906.6108,0.0,5223.2611
209,H2,0.0,0.0,0.0
210,Li-Ion,0.0,0.0,0.0
210,CAES,0.0,0.0,0.0
210,PHS,39047.562,35154.163,0.0
210,H2,0.0,0.0,0.0
211,Li-Ion,0.0,0.0,0.0
211,CAES,0.0,0.0,0.0
211,PHS,3157.8789,0.0,2792.5364
211,H2,0.0,0.0,0.0
212,Li-Ion,0.0,0.0,0.0
212,CAES,0.0,0.0,0.0
212,PHS,28074.049,24423.368,0.0
212,H2,0.0,0.0,0.0
213,Li-Ion,0.0,0.0,0.0
213,CAES,0.0,0.0,0.0
213,PHS,4320.8427,0.0,3820.9542
213,H2,0.0,0.0,0.0
214,Li-Ion,0.0,0.0,0.0
214,CAES,0.0,0.0,0.0
214,PHS,40442.344,35004.812,0.0
214,H2,0.0,0.0,0.0
215,Li-Ion,0.0,0.0,0.0
215,CAES,0.0,0.0,0.0
215,PHS,32980.975,25791.122,0.0
215,H2,0.0,0.0,0.0
216,Li-Ion,0.0,0.0,0.0
216,CAES,0.0,0.0,0.0
216,PHS,33126.086,24137.602,1998.1699
216,H2,0.0,0.0,0.0
217,Li-Ion,0.0,0.0,0.0
217,CAES,0.0,0.0,0.0
217,PHS,55125.142,44874.858,0.0
217,H2,0.0,0.0,0.0
218,Li-Ion,0.0,0.0,0.0
218,CAES,0.0,0.0,0.0
218,PHS,47618.927,36555.944,771.28882
218,H2,0.0,0.0,0.0
219,Li-Ion,0.0,0.0,0.0
219,CAES,0.0,0.0,0.0
219,PHS,55733.975,44266.025,0.0
219,H2,0.0,0.0,0.0
220,Li-Ion,0.0,0.0,0.0
220,CAES,0.0,0.0,0.0
220,PHS,52741.907,41244.172,0.0
220,H2,0.0,0.0,0.0
221,Li-Ion,0.0,0.0,0.0
221,CAES,0.0,0.0,0.0
221,PHS,50292.228,39328.522,0.0
221,H2,0.0,0.0,0.0
222,Li-Ion,0.0,0.0,0.0
222,CAES,0.0,0.0,0.0
222,PHS,9134.0893,0.0,8077.3449
222,H2,0.0,0.0,0.0
223,Li-Ion,0.0,0.0,0.0
223,CAES,0.0,0.0,0.0
223,PHS,53166.279,46833.721,2131.8009
223,H2,0.0,0.0,0.0
224,Li-Ion,0.0,0.0,0.0
224,CAES,0.0,0.0,0.0
224,PHS,31421.897,26457.091,0.0
224,H2,0.0,0.0,0.0
225,Li-Ion,0.0,0.0,0.0
225,CAES,0.0,0.0,0.0
225,PHS,4998.6187,0.0,4420.3167
225,H2,0.0,0.0,0.0
226,Li-Ion,0.0,0.0,0.0
226,CAES,0.0,0.0,0.0
226,PHS,43167.537,37665.934,0.0
226,H2,0.0,0.0,0.0
227,Li-Ion,0.0,0.0,0.0
227,CAES,0.0,0.0,0.0
227,PHS,29682.231,23211.505,0.0
227,H2,0.0,0.0,0.0
228,Li-Ion,0.0,0.0,0.0
228,CAES,0.0,0.0,0.0
228,PHS,33456.521,26162.999,0.0
228,H2,0.0,0.0,0.0
229,Li-Ion,0.0,0.0,0.0
229,CAES,0.0,0.0,0.0
229,PHS,17749.613,9941.4815,4454.0106
229,H2,0.0,0.0,0.0
230,Li-Ion,0.0,0.0,0.0
230,CAES,0.0,0.0,0.0
230,PHS,53906.445,46093.555,0.0
230,H2,0.0,0.0,0.0
231,Li-Ion,0.0,0.0,0.0
231,CAES,0.0,0.0,0.0
231,PHS,34366.304,26874.45,0.0
231,H2,0.0,0.0,0.0
232,Li-Ion,0.0,0.0,0.0
232,CAES,0.0,0.0,0.0
232,PHS,31893.477,24940.699,0.0
232,H2,0.0,0.0,0.0
233,Li-Ion,0.0,0.0,0.0
233,CAES,0.0,0.0,0.0
233,PHS,6196.4869,0.0,5479.6007
233,H2,0.0,0.0,0.0
234,Li-Ion,0.0,0.0,0.0
234,CAES,0.0,0.0,0.0
234,PHS,41672.645,37433.661,0.0
234,H2,0.0,0.0,0.0
235,Li-Ion,0.0,0.0,0.0
235,CAES,0.0,0.0,0.0
235,PHS,16271.478,12724.296,0.0
235,H2,0.0,0.0,0.0
236,Li-Ion,0.0,0.0,0.0
236,CAES,0.0,0.0,0.0
236,PHS,16938.164,13245.644,0.0
236,H2,0.0,0.0,0.0
237,Li-Ion,0.0,0.0,0.0
237,CAES,0.0,0.0,0.0
237,PHS,18817.195,14715.046,0.0
237,H2,0.0,0.0,0.0
238,Li-Ion,0.0,0.0,0.0
238,CAES,0.0,0.0,0.0
238,PHS,24198.065,18922.887,0.0
238,H2,0.0,0.0,0.0
239,Li-Ion,0.0,0.0,0.0
239,CAES,0.0,0.0,0.0
239,PHS,18057.1,11067.79,3452.2628
239,H2,0.0,0.0,0.0
240,Li-Ion,0.0,0.0,0.0
240,CAES,0.0,0.0,0.0
240,PHS,54403.556,45596.444,0.0
240,H2,0.0,0.0,0.0
241,Li-Ion,0.0,0.0,0.0
241,CAES,0.0,0.0,0.0
241,PHS,39396.127,29494.005,1485.6441
241,H2,0.0,0.0,0.0
242,Li-Ion,0.0,0.0,0.0
242,CAES,0.0,0.0,0.0
242,PHS,55379.48,44620.52,0.0
242,H2,0.0,0.0,0.0
243,Li-Ion,0.0,0.0,0.0
243,CAES,0.0,0.0,0.0
243,PHS,51835.631,40535.464,0.0
243,H2,0.0,0.0,0.0
244,Li-Ion,0.0,0.0,0.0
244,CAES,0.0,0.0,0.0
244,PHS,52154.454,40784.783,0.0
244,H2,0.0,0.0,0.0
245,Li-Ion,0.0,0.0,0.0
245,CAES,0.0,0.0,0.0
245,PHS,48814.882,38173.238,0.0
245,H2,0.0,0.0,0.0
246,Li-Ion,0.0,0.0,0.0
246,CAES,0.0,0.0,0.0
246,PHS,41373.756,32354.277,0.0
246,H2,0.0,0.0,0.0
247,Li-Ion,0.0,0.0,0.0
247,CAES,0.0,0.0,0.0
247,PHS,6136.1634,0.0,5426.2562
247,H2,0.0,0.0,0.0
248,Li-Ion,0.0,0.0,0.0
248,CAES,0.0,0.0,0.0
248,PHS,44551.998,39638.142,0.0
248,H2,0.0,0.0,0.0
249,Li-Ion,0.0,0.0,0.0
249,CAES,0.0,0.0,0.0
249,PHS,21163.179,16549.606,0.0
249,H2,0.0,0.0,0.0
250,Li-Ion,0.0,0.0,0.0
250,CAES,0.0,0.0,0.0
250,PHS,4681.3363,0.0,4139.7414
250,H2,0.0,0.0,0.0
251,Li-Ion,0.0,0.0,0.0
251,CAES,0.0,0.0,0.0
251,PHS,41617.998,36206.08,0.0
251,H2,0.0,0.0,0.0
252,Li-Ion,0.0,0.0,0.0
252,CAES,0.0,0.0,0.0
252,PHS,29455.73,23034.381,0.0
252,H2,0.0,0.0,0.0
253,Li-Ion,0.0,0.0,0.0
253,CAES,0.0,0.0,0.0
253,PHS,31676.046,24770.668,0.0
253,H2,0.0,0.0,0.0
254,Li-Ion,0.0,0.0,0.0
254,CAES,0.0,0.0,0.0
254,PHS,10241.593,3222.2048,5412.9593
254,H2,0.0,0.0,0.0
255,Li-Ion,0.0,0.0,0.0
255,CAES,0.0,0.0,0.0
255,PHS,53430.572,46569.428,0.0
255,H2,0.0,0.0,0.0
256,Li-Ion,0.0,0.0,0.0
256,CAES,0.0,0.0,0.0
256,PHS,31083.431,24307.243,0.0
256,H2,0.0,0.0,0.0
257,Li-Ion,0.0,0.0,0.0
257,CAES,0.0,0.0,0.0
257,PHS,5688.9357,0.0,5030.7693
257,H2,0.0,0.0,0.0
258,Li-Ion,0.0,0.0,0.0
258,CAES,0.0,0.0,0.0
258,PHS,37629.136,33874.732,0.0
258,H2,0.0,0.0,0.0
259,Li-Ion,0.0,0.0,0.0
259,CAES,0.0,0.0,0.0
259,PHS,16315.48,12758.705,0.0
259,H2,0.0,0.0,0.0
260,Li-Ion,0.0,0.0,0.0
260,CAES,0.0,0.0,0.0
260,PHS,17860.987,13967.292,0.0
260,H2,0.0,0.0,0.0
261,Li-Ion,0.0,0.0,0.0
261,CAES,0.0,0.0,0.0
261,PHS,20436.618,15981.435,0.0
261,H2,0.0,0.0,0.0
262,Li-Ion,0.0,0.0,0.0
262,CAES,0.0,0.0,0.0
262,PHS,25453.477,19904.619,0.0
262,H2,0.0,0.0,0.0
263,Li-Ion,0.0,0.0,0.0
263,CAES,0.0,0.0,0.0
263,PHS,32627.78,25514.924,0.0
263,H2,0.0,0.0,0.0
264,Li-Ion,0.0,0.0,0.0
264,CAES,0.0,0.0,0.0
264,PHS,28056.947,19174.592,3127.8039
264,H2,0.0,0.0,0.0
265,Li-Ion,0.0,0.0,0.0
265,CAES,0.0,0.0,0.0
265,PHS,55109.56,44890.44,1098.2347
265,H2,0.0,0.0,0.0
266,Li-Ion,0.0,0.0,0.0
266,CAES,0.0,0.0,0.0
266,PHS,55571.73,44428.27,0.0
266,H2,0.0,0.0,0.0
267,Li-Ion,0.0,0.0,0.0
267,CAES,0.0,0.0,0.0
267,PHS,53711.253,42002.2,0.0
267,H2,0.0,0.0,0.0
268,Li-Ion,0.0,0.0,0.0
268,CAES,0.0,0.0,0.0
268,PHS,55383.224,43309.681,0.0
268,H2,0.0,0.0,0.0
269,Li-Ion,0.0,0.0,0.0
269,CAES,0.0,0.0,0.0
269,PHS,51006.43,39069.323,924.68345
269,H2,0.0,0.0,0.0
270,Li-Ion,0.0,0.0,0.0
270,CAES,0.0,0.0,0.0
270,PHS,55657.854,44342.146,0.0
270,H2,0.0,0.0,0.0
271,Li-Ion,0.0,0.0,0.0
271,CAES,0.0,0.0,0.0
271,PHS,35670.667,25442.09,2773.2112
271,H2,0.0,0.0,0.0
272,Li-Ion,0.0,0.0,0.0
272,CAES,0.0,0.0,0.0
272,PHS,54740.532,45259.468,0.0
272,H2,0.0,0.0,0.0
273,Li-Ion,0.0,0.0,0.0
273,CAES,0.0,0.0,0.0
273,PHS,38179.401,29856.291,0.0
273,H2,0.0,0.0,0.0
274,Li-Ion,0.0,0.0,0.0
274,CAES,0.0,0.0,0.0
274,PHS,22813.266,14687.318,3565.1115
274,H2,0.0,0.0,0.0
275,Li-Ion,0.0,0.0,0.0
275,CAES,0.0,0.0,0.0
275,PHS,54347.556,45652.444,0.0
275,H2,0.0,0.0,0.0
276,Li-Ion,0.0,0.0,0.0
276,CAES,0.0,0.0,0.0
276,PHS,42770.918,33446.858,0.0
276,H2,0.0,0.0,0.0
277,Li-Ion,0.0,0.0,0.0
277,CAES,0.0,0.0,0.0
277,PHS,45165.451,35319.383,0.0
277,H2,0.0,0.0,0.0
278,Li-Ion,0.0,0.0,0.0
278,CAES,0.0,0.0,0.0
278,PHS,46853.237,36639.232,0.0
278,H2,0.0,0.0,0.0
279,Li-Ion,0.0,0.0,0.0
279,CAES,0.0,0.0,0.0
279,PHS,47414.882,37078.438,0.0
279,H2,0.0,0.0,0.0
280,Li-Ion,0.0,0.0,0.0
280,CAES,0.0,0.0,0.0
280,PHS,10380.016,216.93979,8933.8061
280,H2,0.0,0.0,0.0
281,Li-Ion,0.0,0.0,0.0
281,CAES,0.0,0.0,0.0
281,PHS,54521.875,45478.125,5719.9717
281,H2,0.0,0.0,0.0
282,Li-Ion,0.0,0.0,0.0
282,CAES,0.0,0.0,0.0
282,PHS,53278.218,46721.782,0.0
282,H2,0.0,0.0,0.0
283,Li-Ion,0.0,0.0,0.0
283,CAES,0.0,0.0,0.0
283,PHS,27950.577,21857.351,0.0
283,H2,0.0,0.0,0.0
284,Li-Ion,0.0,0.0,0.0
284,CAES,0.0,0.0,0.0
284,PHS,6261.6676,0.0,5537.2405
284,H2,0.0,0.0,0.0
285,Li-Ion,0.0,0.0,0.0
285,CAES,0.0,0.0,0.0
285,PHS,52378.038,45856.25,0.0
285,H2,0.0,0.0,0.0
286,Li-Ion,0.0,0.0,0.0
286,CAES,0.0,0.0,0.0
286,PHS,32182.649,25166.831,0.0
286,H2,0.0,0.0,0.0
287,Li-Ion,0.0,0.0,0.0
287,CAES,0.0,0.0,0.0
287,PHS,37918.148,29651.991,0.0
287,H2,0.0,0.0,0.0
288,Li-Ion,0.0,0.0,0.0
288,CAES,0.0,0.0,0.0
288,PHS,38019.078,28335.866,1577.5654
288,H2,0.0,0.0,0.0
289,Li-Ion,0.0,0.0,0.0
289,CAES,0.0,0.0,0.0
289,PHS,55333.865,44666.135,0.0
289,H2,0.0,0.0,0.0
290,Li-Ion,0.0,0.0,0.0
290,CAES,0.0,0.0,0.0
290,PHS,53365.772,41732.034,0.0
290,H2,0.0,0.0,0.0
291,Li-Ion,0.0,0.0,0.0
291,CAES,0.0,0.0,0.0
291,PHS,55953.805,43755.875,0.0
291,H2,0.0,0.0,0.0
292,Li-Ion,0.0,0.0,0.0
292,CAES,0.0,0.0,0.0
292,PHS,56232.829,43767.171,233.96889
292,H2,0.0,0.0,0.0
293,Li-Ion,0.0,0.0,0.0
293,CAES,0.0,0.0,0.0
293,PHS,56258.064,43741.936,518.79057
293,H2,0.0,0.0,0.0
294,Li-Ion,0.0,0.0,0.0
294,CAES,0.0,0.0,0.0
294,PHS,53512.337,41383.319,1042.7351
294,H2,0.0,0.0,0.0
295,Li-Ion,0.0,0.0,0.0
295,CAES,0.0,0.0,0.0
295,PHS,55599.271,44400.729,0.0
295,H2,0.0,0.0,0.0
296,Li-Ion,0.0,0.0,0.0
296,CAES,0.0,0.0,0.0
296,PHS,40391.839,29903.111,1903.5304
296,H2,0.0,0.0,0.0
297,Li-Ion,0.0,0.0,0.0
297,CAES,0.0,0.0,0.0
297,PHS,55172.106,44827.894,0.0
297,H2,0.0,0.0,0.0
298,Li-Ion,0.0,0.0,0.0
298,CAES,0.0,0.0,0.0
298,PHS,46726.844,35808.959,827.12522
298,H2,0.0,0.0,0.0
299,Li-Ion,0.0,0.0,0.0
299,CAES,0.0,0.0,0.0
299,PHS,55706.266,44293.734,0.0
299,H2,0.0,0.0,0.0
300,Li-Ion,0.0,0.0,0.0
300,CAES,0.0,0.0,0.0
300,PHS,53714.631,42004.842,0.0
300,H2,0.0,0.0,0.0
301,Li-Ion,0.0,0.0,0.0
301,CAES,0.0,0.0,0.0
301,PHS,45794.539,34536.277,1441.8651
301,H2,0.0,0.0,0.0
302,Li-Ion,0.0,0.0,0.0
302,CAES,0.0,0.0,0.0
302,PHS,55401.205,44598.795,0.0
302,H2,0.0,0.0,0.0
303,Li-Ion,0.0,0.0,0.0
303,CAES,0.0,0.0,0.0
303,PHS,47870.362,37434.623,0.0
303,H2,0.0,0.0,0.0
304,Li-Ion,0.0,0.0,0.0
304,CAES,0.0,0.0,0.0
304,PHS,9543.9846,0.0,8439.8185
304,H2,0.0,0.0,0.0
305,Li-Ion,0.0,0.0,0.0
305,CAES,0.0,0.0,0.0
305,PHS,54226.429,45773.571,4630.6198
305,H2,0.0,0.0,0.0
306,Li-Ion,0.0,0.0,0.0
306,CAES,0.0,0.0,0.0
306,PHS,46324.215,40320.429,0.0
306,H2,0.0,0.0,0.0
307,Li-Ion,0.0,0.0,0.0
307,CAES,0.0,0.0,0.0
307,PHS,24682.425,19301.656,0.0
307,H2,0.0,0.0,0.0
308,Li-Ion,0.0,0.0,0.0
308,CAES,0.0,0.0,0.0
308,PHS,25067.635,19602.891,0.0
308,H2,0.0,0.0,0.0
309,Li-Ion,0.0,0.0,0.0
309,CAES,0.0,0.0,0.0
309,PHS,26712.946,20889.524,0.0
309,H2,0.0,0.0,0.0
310,Li-Ion,0.0,0.0,0.0
310,CAES,0.0,0.0,0.0
310,PHS,17566.032,10614.729,3530.3413
310,H2,0.0,0.0,0.0
311,Li-Ion,0.0,0.0,0.0
311,CAES,0.0,0.0,0.0
311,PHS,54364.81,45635.19,0.0
311,H2,0.0,0.0,0.0
312,Li-Ion,0.0,0.0,0.0
312,CAES,0.0,0.0,0.0
312,PHS,47100.797,36832.824,0.0
312,H2,0.0,0.0,0.0
313,Li-Ion,0.0,0.0,0.0
313,CAES,0.0,0.0,0.0
313,PHS,52206.633,40825.587,0.0
313,H2,0.0,0.0,0.0
314,Li-Ion,0.0,0.0,0.0
314,CAES,0.0,0.0,0.0
314,PHS,55844.265,43670.215,0.0
314,H2,0.0,0.0,0.0
315,Li-Ion,0.0,0.0,0.0
315,CAES,0.0,0.0,0.0
315,PHS,56281.551,43718.449,332.15195
315,H2,0.0,0.0,0.0
316,Li-Ion,0.0,0.0,0.0
316,CAES,0.0,0.0,0.0
316,PHS,56240.095,43759.905,580.76362
316,H2,0.0,0.0,0.0
317,Li-Ion,0.0,0.0,0.0
317,CAES,0.0,0.0,0.0
317,PHS,45854.304,34143.319,2519.8473
317,H2,0.0,0.0,0.0
318,Li-Ion,0.0,0.0,0.0
318,CAES,0.0,0.0,0.0
318,PHS,54866.262,45133.738,0.0
318,H2,0.0,0.0,0.0
319,Li-Ion,0.0,0.0,0.0
319,CAES,0.0,0.0,0.0
319,PHS,7066.5248,0.0,6248.9819
319,H2,0.0,0.0,0.0
320,Li-Ion,0.0,0.0,0.0
320,CAES,0.0,0.0,0.0
320,PHS,48160.625,43187.631,0.0
320,H2,0.0,0.0,0.0
321,Li-Ion,0.0,0.0,0.0
321,CAES,0.0,0.0,0.0
321,PHS,19388.2,15161.572,0.0
321,H2,0.0,0.0,0.0
322,Li-Ion,0.0,0.0,0.0
322,CAES,0.0,0.0,0.0
322,PHS,3724.8847,0.0,3293.944
322,H2,0.0,0.0,0.0
323,Li-Ion,0.0,0.0,0.0
323,CAES,0.0,0.0,0.0
323,PHS,29311.52,25834.469,0.0
323,H2,0.0,0.0,0.0
324,Li-Ion,0.0,0.0,0.0
324,CAES,0.0,0.0,0.0
324,PHS,16957.372,13260.665,0.0
324,H2,0.0,0.0,0.0
325,Li-Ion,0.0,0.0,0.0
325,CAES,0.0,0.0,0.0
325,PHS,17840.704,13951.43,0.0
325,H2,0.0,0.0,0.0
326,Li-Ion,0.0,0.0,0.0
326,CAES,0.0,0.0,0.0
326,PHS,19135.172,14963.704,0.0
326,H2,0.0,0.0,0.0
327,Li-Ion,0.0,0.0,0.0
327,CAES,0.0,0.0,0.0
327,PHS,3989.2875,0.0,3527.7574
327,H2,0.0,0.0,0.0
328,Li-Ion,0.0,0.0,0.0
328,CAES,0.0,0.0,0.0
328,PHS,32079.25,28205.596,0.0
328,H2,0.0,0.0,0.0
329,Li-Ion,0.0,0.0,0.0
329,CAES,0.0,0.0,0.0
329,PHS,16682.558,13045.76,0.0
329,H2,0.0,0.0,0.0
330,Li-Ion,0.0,0.0,0.0
330,CAES,0.0,0.0,0.0
330,PHS,1948.8108,0.0,1723.3483
330,H2,0.0,0.0,0.0
331,Li-Ion,0.0,0.0,0.0
331,CAES,0.0,0.0,0.0
331,PHS,1816.4317,0.0,3329.6327
331,H2,0.0,0.0,0.0
332,Li-Ion,0.0,0.0,0.0
332,CAES,0.0,0.0,0.0
332,PHS,2356.4011,0.0,5413.4162
332,H2,0.0,0.0,0.0
333,Li-Ion,0.0,0.0,0.0
333,CAES,0.0,0.0,0.0
333,PHS,35674.808,32684.825,0.0
333,H2,0.0,0.0,0.0
334,Li-Ion,0.0,0.0,0.0
334,CAES,0.0,0.0,0.0
334,PHS,20380.719,15937.722,0.0
334,H2,0.0,0.0,0.0
335,Li-Ion,0.0,0.0,0.0
335,CAES,0.0,0.0,0.0
335,PHS,16787.394,10152.869,3364.0708
335,H2,0.0,0.0,0.0
336,Li-Ion,0.0,0.0,0.0
336,CAES,0.0,0.0,0.0
336,PHS,54447.321,45552.679,0.0
336,H2,0.0,0.0,0.0
337,Li-Ion,0.0,0.0,0.0
337,CAES,0.0,0.0,0.0
337,PHS,48001.05,37536.821,0.0
337,H2,0.0,0.0,0.0
338,Li-Ion,0.0,0.0,0.0
338,CAES,0.0,0.0,0.0
338,PHS,51195.249,40034.684,0.0
338,H2,0.0,0.0,0.0
339,Li-Ion,0.0,0.0,0.0
339,CAES,0.0,0.0,0.0
339,PHS,53831.043,42095.875,0.0
339,H2,0.0,0.0,0.0
340,Li-Ion,0.0,0.0,0.0
340,CAES,0.0,0.0,0.0
340,PHS,54604.513,42700.729,0.0
340,H2,0.0,0.0,0.0
341,Li-Ion,0.0,0.0,0.0
341,CAES,0.0,0.0,0.0
341,PHS,51812.396,40517.293,0.0
341,H2,0.0,0.0,0.0
342,Li-Ion,0.0,0.0,0.0
342,CAES,0.0,0.0,0.0
342,PHS,45151.976,35308.845,0.0
342,H2,0.0,0.0,0.0
343,Li-Ion,0.0,0.0,0.0
343,CAES,0.0,0.0,0.0
343,PHS,6895.2033,0.0,6097.4809
343,H2,0.0,0.0,0.0
344,Li-Ion,0.0,0.0,0.0
344,CAES,0.0,0.0,0.0
344,PHS,16690.514,11465.102,7891.9697
344,H2,0.0,0.0,0.0
345,Li-Ion,0.0,0.0,0.0
345,CAES,0.0,0.0,0.0
345,PHS,52200.377,47799.623,0.0
345,H2,0.0,0.0,0.0
346,Li-Ion,0.0,0.0,0.0
346,CAES,0.0,0.0,0.0
346,PHS,19598.272,15325.849,0.0
346,H2,0.0,0.0,0.0
347,Li-Ion,0.0,0.0,0.0
347,CAES,0.0,0.0,0.0
347,PHS,4245.4457,0.0,3754.28
347,H2,0.0,0.0,0.0
348,Li-Ion,0.0,0.0,0.0
348,CAES,0.0,0.0,0.0
348,PHS,36002.599,31473.971,0.0
348,H2,0.0,0.0,0.0
349,Li-Ion,0.0,0.0,0.0
349,CAES,0.0,0.0,0.0
349,PHS,20063.698,15689.812,0.0
349,H2,0.0,0.0,0.0
350,Li-Ion,0.0,0.0,0.0
350,CAES,0.0,0.0,0.0
350,PHS,17654.74,13806.007,0.0
350,H2,0.0,0.0,0.0
351,Li-Ion,0.0,0.0,0.0
351,CAES,0.0,0.0,0.0
351,PHS,19685.609,15394.146,0.0
351,H2,0.0,0.0,0.0
352,Li-Ion,0.0,0.0,0.0
352,CAES,0.0,0.0,0.0
352,PHS,18922.715,14797.563,0.0
352,H2,0.0,0.0,0.0
353,Li-Ion,0.0,0.0,0.0
353,CAES,0.0,0.0,0.0
353,PHS,16205.22,12672.482,0.0
353,H2,0.0,0.0,0.0
354,Li-Ion,0.0,0.0,0.0
354,CAES,0.0,0.0,0.0
354,PHS,9648.9471,7545.4766,0.0
354,H2,0.0,0.0,0.0
355,Li-Ion,0.0,0.0,0.0
355,CAES,0.0,0.0,0.0
355,PHS,8511.1872,6655.7484,0.0
355,H2,0.0,0.0,0.0
356,Li-Ion,0.0,0.0,0.0
356,CAES,0.0,0.0,0.0
356,PHS,11646.791,9107.7907,0.0
356,H2,0.0,0.0,0.0
357,Li-Ion,0.0,0.0,0.0
357,CAES,0.0,0.0,0.0
357,PHS,15686.659,12266.967,0.0
357,H2,0.0,0.0,0.0
358,Li-Ion,0.0,0.0,0.0
358,CAES,0.0,0.0,0.0
358,PHS,22625.798,17693.374,0.0
358,H2,0.0,0.0,0.0
359,Li-Ion,0.0,0.0,0.0
359,CAES,0.0,0.0,0.0
359,PHS,9009.1164,1989.8487,5716.6534
359,H2,0.0,0.0,0.0
360,Li-Ion,0.0,0.0,0.0
360,CAES,0.0,0.0,0.0
360,PHS,54370.074,45629.926,2196.9196
360,H2,0.0,0.0,0.0
361,Li-Ion,0.0,0.0,0.0
361,CAES,0.0,0.0,0.0
361,PHS,55026.514,44973.486,0.0
361,H2,0.0,0.0,0.0
362,Li-Ion,0.0,0.0,0.0
362,CAES,0.0,0.0,0.0
362,PHS,48086.817,36943.025,747.32497
362,H2,0.0,0.0,0.0
363,Li-Ion,0.0,0.0,0.0
363,CAES,0.0,0.0,0.0
363,PHS,55874.644,44125.356,259.50292
363,H2,0.0,0.0,0.0
364,Li-Ion,0.0,0.0,0.0
364,CAES,0.0,0.0,0.0
