Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),Gas CC Generation (MW),Power from Storage and Gas CC to Storage (MW)
1252,0.0,0.0,0.0,0.0,30758.742,9432.575999999994
1253,0.0,0.0,0.0,0.0,30758.742,8833.903999999999
1254,0.0,0.0,0.0,0.0,30758.742,7130.2238
1255,0.0,0.0,0.0,0.0,30758.742,4520.1830000000045
1256,0.0,0.0,0.0,0.0,30758.742,3504.3239999999987
1257,0.0,0.0,0.0,0.0,30758.742,4790.795000000002
1258,0.0,0.0,0.0,0.0,30758.742,6288.726999999999
1259,0.0,0.0,0.0,0.0,30758.742,7282.683
1260,0.0,0.0,0.0,0.0,30758.742,8413.898000000001
1261,0.0,0.0,0.0,0.0,30758.742,9019.351999999999
1262,0.0,0.0,0.0,0.0,30758.742,9295.200000000004
1263,0.0,0.0,0.0,0.0,30758.742,9084.123
1264,0.0,0.0,0.0,0.0,30758.742,8717.376000000004
1265,0.0,0.0,0.0,0.0,30758.742,7724.536
1266,0.0,0.0,0.0,0.0,30758.742,5321.620999999999
1267,0.0,0.0,0.0,0.0,30758.742,3421.758
1268,0.0,0.0,0.0,0.0,30758.742,3179.2522
1269,0.0,0.0,0.0,0.0,30758.742,3647.0808
1270,0.0,0.0,0.0,0.0,30758.742,4244.876000000004
1271,0.0,0.0,0.0,0.0,30758.742,5916.322
1272,0.0,0.0,0.0,0.0,30758.742,7275.991999999998
1273,0.0,0.0,0.0,0.0,30758.742,8886.414
1274,0.0,0.0,0.0,0.0,30758.742,9660.403999999995
1275,0.0,0.0,0.0,0.0,30758.742,10140.612000000001
1276,0.0,0.0,0.0,0.0,30758.742,10278.440999999999
1277,0.0,0.0,0.0,0.0,30758.742,10148.744999999999
1278,0.0,0.0,0.0,0.0,30758.742,9295.657999999996
1279,0.0,0.0,0.0,0.0,30758.742,8158.7053
1280,0.0,0.0,0.0,0.0,30758.742,8092.486000000004
1281,0.0,0.0,0.0,0.0,30758.742,8154.3009999999995
1282,0.0,0.0,0.0,0.0,30758.742,8809.967999999997
1283,0.0,0.0,0.0,0.0,30758.742,9846.685000000005
1284,0.0,0.0,0.0,0.0,30758.742,10765.774000000005
1285,0.0,0.0,0.0,0.0,30758.742,11084.073999999993
1286,0.0,0.0,0.0,0.0,30758.742,11509.134000000005
1287,0.0,0.0,0.0,0.0,30758.742,11385.236000000004
1288,0.0,0.0,0.0,0.0,30758.742,11155.304999999993
1289,0.0,0.0,0.0,0.0,30758.742,10275.884000000005
1290,0.0,0.0,0.0,0.0,30758.742,7835.9587
1291,0.0,0.0,0.0,0.0,30758.742,5888.648000000001
1292,0.0,0.0,0.0,0.0,30758.742,5946.170000000002
1293,0.0,0.0,0.0,0.0,30758.742,6517.3374
1294,0.0,0.0,0.0,0.0,30758.742,7123.614000000001
1295,0.0,0.0,0.0,0.0,30758.742,8255.514
1296,0.0,0.0,0.0,0.0,30758.742,9470.630000000005
1297,0.0,0.0,0.0,0.0,30758.742,11157.318
1298,0.0,0.0,0.0,0.0,30758.742,11829.264000000003
1299,0.0,0.0,0.0,0.0,30758.742,11976.881999999998
1300,0.0,0.0,0.0,0.0,30758.742,12142.164000000004
1301,0.0,0.0,0.0,0.0,30758.742,12109.341
1302,0.0,0.0,0.0,0.0,30758.742,11689.509999999995
1303,0.0,0.0,0.0,0.0,30758.742,10937.048999999999
1304,0.0,0.0,0.0,0.0,30758.742,10720.715000000004
1305,0.0,0.0,0.0,0.0,30758.742,11172.464000000007
1306,0.0,0.0,0.0,0.0,30758.742,11724.525999999998
1307,0.0,0.0,0.0,0.0,30758.742,12590.323999999993
1308,0.0,0.0,0.0,0.0,30758.742,13426.114000000001
1309,0.0,0.0,0.0,0.0,30758.742,13778.364000000001
1310,0.0,0.0,0.0,0.0,30758.742,13669.115999999995
1311,0.0,0.0,0.0,0.0,30758.742,13121.195999999996
1312,0.0,0.0,0.0,0.0,30758.742,11922.407999999996
1313,0.0,0.0,0.0,0.0,30758.742,10719.346000000005
1314,0.0,0.0,0.0,0.0,30758.742,8164.832999999999
1315,0.0,0.0,0.0,0.0,30758.742,5812.956000000006
1316,0.0,0.0,0.0,0.0,30758.742,6055.610761999999
1317,0.0,0.0,0.0,0.0,30758.742,6921.357999999993
1318,0.0,0.0,0.0,0.0,30758.742,7747.781999999999
1319,0.0,0.0,0.0,0.0,30758.742,9453.025999999998
1320,0.0,0.0,0.0,0.0,30758.742,10812.464999999997
1321,0.0,0.0,0.0,0.0,30758.742,11292.878000000004
1322,0.0,0.0,0.0,0.0,30758.742,11546.413
1323,0.0,0.0,0.0,0.0,30758.742,11764.971999999994
1324,0.0,0.0,0.0,0.0,30758.742,11745.805999999997
1325,0.0,0.0,0.0,0.0,30758.742,11172.028000000006
1326,0.0,0.0,0.0,0.0,30758.742,9831.224000000002
1327,0.0,0.0,0.0,0.0,30758.742,7366.513999999996
1328,0.0,0.0,0.0,0.0,30758.742,6260.162
1329,0.0,0.0,0.0,0.0,30758.742,6606.303
1330,0.0,0.0,0.0,0.0,30758.742,7002.75
1331,0.0,0.0,0.0,0.0,30758.742,7579.9895
1332,0.0,0.0,0.0,0.0,30758.742,7868.350000000006
1333,0.0,0.0,0.0,0.0,30758.742,7869.093099999998
1334,0.0,0.0,0.0,0.0,30758.742,7482.203999999998
1335,0.0,0.0,0.0,0.0,30758.742,7316.341600000001
1336,0.0,0.0,0.0,0.0,30758.742,6983.070000000007
1337,0.0,0.0,0.0,0.0,30758.742,6155.2366
1338,0.0,0.0,0.0,0.0,30758.742,4678.756000000001
1339,0.0,0.0,0.0,0.0,30758.742,2984.3559999999998
1340,0.0,0.0,0.0,0.0,30758.742,3086.1808
1341,0.0,0.0,0.0,0.0,30758.742,3876.214
1342,0.0,0.0,0.0,0.0,30758.742,5333.772000000001
1343,0.0,0.0,0.0,0.0,30758.742,7259.895
1344,0.0,0.0,0.0,0.0,30758.742,8771.319000000003
1345,0.0,0.0,0.0,0.0,30758.742,10043.545999999998
1346,0.0,0.0,0.0,0.0,30758.742,10871.466
1347,0.0,0.0,0.0,0.0,30758.742,11173.5
1348,0.0,0.0,0.0,0.0,30758.742,11292.156000000003
1349,0.0,0.0,0.0,0.0,30758.742,10856.839
1350,0.0,0.0,0.0,0.0,30758.742,9581.029
1351,0.0,0.0,0.0,0.0,30758.742,7145.156000000003
1352,0.0,0.0,0.0,0.0,30758.742,6129.6405
1353,0.0,0.0,0.0,0.0,30758.742,6237.372000000003
1354,0.0,0.0,0.0,0.0,30758.742,6419.5235
1355,0.0,0.0,0.0,0.0,30758.742,6512.339
1356,0.0,0.0,0.0,0.0,30758.742,6280.172000000002
1357,0.0,0.0,0.0,0.0,30758.742,6440.2172
1358,0.0,0.0,0.0,0.0,30758.742,6775.449999999997
1359,0.0,0.0,0.0,0.0,30758.742,6528.674999999999
1360,0.0,0.0,0.0,0.0,30758.742,6271.825000000001
1361,0.0,0.0,0.0,0.0,30758.742,5838.987999999998
1362,0.0,0.0,0.0,0.0,30758.742,4297.576999999999
1363,0.0,0.0,0.0,0.0,30758.742,2807.1229999999996
1364,0.0,0.0,0.0,0.0,30758.742,3000.441999999999
1365,0.0,0.0,0.0,0.0,30758.742,3703.1299
1366,0.0,0.0,0.0,0.0,30758.742,5315.619000000002
1367,0.0,0.0,0.0,0.0,30758.742,7367.748000000003
1368,0.0,0.0,0.0,0.0,30758.742,9097.080999999998
1369,0.0,0.0,0.0,0.0,30758.742,10331.618000000002
1370,0.0,0.0,0.0,0.0,30758.742,11141.152000000002
1371,0.0,0.0,0.0,0.0,30758.742,11585.343
1372,0.0,0.0,0.0,0.0,30758.742,11743.815999999999
1373,0.0,0.0,0.0,0.0,30758.742,11907.029000000002
1374,0.0,0.0,0.0,0.0,30758.742,10351.318999999996
1375,0.0,0.0,0.0,0.0,30758.742,7467.543299999999
1376,0.0,0.0,0.0,0.0,30758.742,6210.316000000006
1377,0.0,0.0,0.0,0.0,30758.742,6499.5430000000015
1378,0.0,0.0,0.0,0.0,30758.742,7323.511999999999
1379,0.0,0.0,0.0,0.0,30758.742,8193.1101
1380,0.0,0.0,0.0,0.0,30758.742,7940.720000000001
1381,0.0,0.0,0.0,0.0,30758.742,8176.931000000004
1382,0.0,0.0,0.0,0.0,30758.742,7864.772499999999
1383,0.0,0.0,0.0,0.0,30758.742,7740.588000000003
1384,0.0,0.0,0.0,0.0,30758.742,7550.2642
1385,0.0,0.0,0.0,0.0,30758.742,6913.0129
1386,0.0,0.0,0.0,0.0,30758.742,5309.770000000004
1387,0.0,0.0,0.0,0.0,30758.742,3518.831999999995
1388,0.0,0.0,0.0,0.0,30758.742,3640.0769999999993
1389,0.0,0.0,0.0,0.0,30758.742,4122.2717
1390,0.0,0.0,0.0,0.0,30758.742,5577.413999999997
1391,0.0,0.0,0.0,0.0,30758.742,7673.966
1392,0.0,0.0,0.0,0.0,30758.742,9155.509999999995
1393,0.0,0.0,0.0,0.0,30758.742,10673.625999999997
1394,0.0,0.0,0.0,0.0,30758.742,11564.966
1395,0.0,0.0,0.0,0.0,30758.742,11990.320000000007
1396,0.0,0.0,0.0,0.0,30758.742,12034.377
1397,0.0,0.0,0.0,0.0,30758.742,11736.175000000003
1398,0.0,0.0,0.0,0.0,30758.742,10469.771999999997
1399,0.0,0.0,0.0,0.0,30758.742,8077.758999999998
1400,0.0,0.0,0.0,0.0,30758.742,7261.747999999996
1401,0.0,0.0,0.0,0.0,30758.742,7307.070299999999
1402,0.0,0.0,0.0,0.0,30758.742,7663.289999999994
1403,0.0,0.0,0.0,0.0,30758.742,8309.921000000002
1404,0.0,0.0,0.0,0.0,30758.742,9150.262999999999
1405,0.0,0.0,0.0,0.0,30758.742,9743.794999999998
1406,0.0,0.0,0.0,0.0,30758.742,10113.529000000002
1407,0.0,0.0,0.0,0.0,30758.742,10120.139300000003
1408,0.0,0.0,0.0,0.0,30758.742,9597.932
1409,0.0,0.0,0.0,0.0,30758.742,8288.668000000005
1410,0.0,0.0,0.0,0.0,30758.742,6386.5901
1411,0.0,0.0,0.0,0.0,30758.742,4133.2918
1412,0.0,0.0,0.0,0.0,30758.742,4156.672000000006
1413,0.0,0.0,0.0,0.0,30758.742,4759.0689999999995
1414,0.0,0.0,0.0,0.0,30758.742,6031.1730000000025
1415,0.0,0.0,0.0,0.0,30758.742,8192.679
1416,0.0,0.0,0.0,0.0,30758.742,9849.714000000007
1417,0.0,0.0,0.0,0.0,30758.742,11275.800000000003
1418,0.0,0.0,0.0,0.0,30758.742,12000.276000000005
1419,0.0,0.0,0.0,0.0,30758.742,12451.376000000004
1420,0.0,0.0,0.0,0.0,30758.742,12737.869999999995
1421,0.0,0.0,0.0,0.0,30758.742,12661.504
1422,0.0,0.0,0.0,0.0,30758.742,11234.150000000001
1423,0.0,0.0,0.0,0.0,30758.742,8972.672000000006
1424,0.0,0.0,0.0,0.0,30758.742,7594.5610000000015
1425,0.0,0.0,0.0,0.0,30758.742,7398.77
1426,0.0,0.0,0.0,0.0,30758.742,7773.238999999998
1427,0.0,0.0,0.0,0.0,30758.742,8483.236
1428,0.0,0.0,0.0,0.0,30758.742,8536.298999999999
1429,0.0,0.0,0.0,0.0,30758.742,8399.969999999998
1430,0.0,0.0,0.0,0.0,30758.742,8309.3078
1431,0.0,0.0,0.0,0.0,30758.742,8794.653000000002
1432,0.0,0.0,0.0,0.0,30758.742,8549.592000000004
1433,0.0,0.0,0.0,0.0,30758.742,7957.987999999998
1434,0.0,0.0,0.0,0.0,30758.742,6659.333000000002
1435,0.0,0.0,0.0,0.0,30758.742,5083.142
1436,0.0,0.0,0.0,0.0,30758.742,5156.571
1437,0.0,0.0,0.0,0.0,30758.742,5912.5661
1438,0.0,0.0,0.0,0.0,30758.742,6808.6340000000055
1439,0.0,0.0,0.0,0.0,30758.742,8619.077999999998
1440,0.0,0.0,0.0,0.0,30758.742,10189.919999999998
1441,0.0,0.0,0.0,0.0,30758.742,11309.467999999993
1442,0.0,0.0,0.0,0.0,30758.742,12018.926999999996
1443,0.0,0.0,0.0,0.0,30758.742,12592.422000000006
1444,0.0,0.0,0.0,0.0,30758.742,12863.331999999995
1445,0.0,0.0,0.0,0.0,30758.742,12966.351999999999
1446,0.0,0.0,0.0,0.0,30758.742,12620.876000000004
1447,0.0,0.0,0.0,0.0,30758.742,11727.770000000004
1448,0.0,0.0,0.0,0.0,30758.742,10915.317
1449,0.0,0.0,0.0,0.0,30758.742,9882.088000000003
1450,0.0,0.0,0.0,0.0,30758.742,9176.894
1451,0.0,0.0,0.0,0.0,30758.742,8877.474000000002
1452,0.0,0.0,0.0,0.0,30758.742,8834.996999999996
1453,0.0,0.0,0.0,0.0,30758.742,9060.885999999999
1454,0.0,0.0,0.0,0.0,30758.742,9440.392000000007
1455,0.0,0.0,0.0,0.0,30758.742,9980.617999999995
1456,0.0,0.0,0.0,0.0,30758.742,10001.623199999998
1457,0.0,0.0,0.0,0.0,30758.742,9681.206000000006
1458,0.0,0.0,0.0,0.0,30758.742,8327.466
1459,0.0,0.0,0.0,0.0,30758.742,6651.753000000001
1460,0.0,0.0,0.0,0.0,30758.742,6968.812999999998
1461,0.0,0.0,0.0,0.0,30758.742,7516.8975
1462,0.0,0.0,0.0,0.0,30758.742,8484.517999999996
1463,0.0,0.0,0.0,0.0,30758.742,9733.148999999998
1464,0.0,0.0,0.0,0.0,30758.742,10969.478000000003
1465,0.0,0.0,0.0,0.0,30758.742,11793.311000000002
1466,0.0,0.0,0.0,0.0,30758.742,12682.949999999997
1467,0.0,0.0,0.0,0.0,30758.742,13266.168000000005
1468,0.0,0.0,0.0,0.0,30758.742,13601.381999999998
1469,0.0,0.0,0.0,0.0,30758.742,13807.070000000007
1470,0.0,0.0,0.0,0.0,30758.742,13853.716
1471,0.0,0.0,0.0,0.0,30758.742,13185.457999999999
1472,0.0,0.0,0.0,0.0,30758.742,12850.403999999995
1473,0.0,0.0,0.0,0.0,30758.742,12427.161999999997
1474,0.0,0.0,0.0,0.0,30758.742,12183.195999999996
1475,0.0,0.0,0.0,0.0,30758.742,11996.36
1476,0.0,0.0,0.0,0.0,30758.742,11775.918000000005
1477,0.0,0.0,0.0,0.0,30758.742,12201.838000000003
1478,0.0,0.0,0.0,0.0,30758.742,12052.013999999996
1479,0.0,0.0,0.0,0.0,30758.742,11968.470000000001
1480,0.0,0.0,0.0,0.0,30758.742,11793.2674
1481,0.0,0.0,0.0,0.0,30758.742,10730.784
1482,0.0,0.0,0.0,0.0,30758.742,9088.149999999994
1483,0.0,0.0,0.0,0.0,30758.742,7107.224000000002
1484,0.0,0.0,0.0,0.0,30758.742,6938.187999999995
1485,0.0,0.0,0.0,0.0,30758.742,7742.434000000001
1486,0.0,0.0,0.0,0.0,30758.742,8621.222999999998
1487,0.0,0.0,0.0,0.0,30758.742,10403.257000000005
1488,0.0,0.0,0.0,0.0,30758.742,11962.457999999999
1489,0.0,0.0,0.0,0.0,30758.742,12699.581999999995
1490,0.0,0.0,0.0,0.0,30758.742,13414.228000000003
1491,0.0,0.0,0.0,0.0,30758.742,13720.11
1492,0.0,0.0,0.0,0.0,30758.742,13635.145999999993
1493,0.0,0.0,0.0,0.0,30758.742,13038.466
1494,0.0,0.0,0.0,0.0,30758.742,11631.611999999994
1495,0.0,0.0,0.0,0.0,30758.742,8880.220000000001
1496,0.0,0.0,0.0,0.0,30758.742,7681.377999999997
1497,0.0,0.0,0.0,0.0,30758.742,7781.802
1498,0.0,0.0,0.0,0.0,30758.742,8205.161999999997
1499,0.0,0.0,0.0,0.0,30758.742,7892.391
1500,0.0,0.0,0.0,0.0,30758.742,7495.673999999995
1501,0.0,0.0,0.0,0.0,30758.742,7672.695000000003
1502,0.0,0.0,0.0,0.0,30758.742,7690.340999999997
1503,0.0,0.0,0.0,0.0,30758.742,8072.832999999999
1504,0.0,0.0,0.0,0.0,30758.742,7910.364999999998
1505,0.0,0.0,0.0,0.0,30758.742,7540.2695
1506,0.0,0.0,0.0,0.0,30758.742,6396.457999999999
1507,0.0,0.0,0.0,0.0,30758.742,4333.789999999994
1508,0.0,0.0,0.0,0.0,30758.742,4549.143000000002
1509,0.0,0.0,0.0,0.0,30758.742,5453.935999999998
1510,0.0,0.0,0.0,0.0,30758.742,6650.591
1511,0.0,0.0,0.0,0.0,30758.742,8591.097000000002
1512,0.0,0.0,0.0,0.0,30758.742,10144.021999999997
1513,0.0,0.0,0.0,0.0,30758.742,10912.104000000007
1514,0.0,0.0,0.0,0.0,30758.742,11816.657999999996
1515,0.0,0.0,0.0,0.0,30758.742,12182.843999999997
1516,0.0,0.0,0.0,0.0,30758.742,12242.153999999995
1517,0.0,0.0,0.0,0.0,30758.742,11766.997000000003
1518,0.0,0.0,0.0,0.0,30758.742,10429.864000000001
1519,0.0,0.0,0.0,0.0,30758.742,7898.2102
1520,0.0,0.0,0.0,0.0,30758.742,6579.733999999997
1521,0.0,0.0,0.0,0.0,30758.742,6722.5966
1522,0.0,0.0,0.0,0.0,30758.742,7050.9100000000035
1523,0.0,0.0,0.0,0.0,30758.742,6744.178
1524,0.0,0.0,0.0,0.0,30758.742,6610.538999999997
1525,0.0,0.0,0.0,0.0,30758.742,7112.449999999997
1526,0.0,0.0,0.0,0.0,30758.742,6522.289999999997
1527,0.0,0.0,0.0,0.0,30758.742,6187.6889999999985
1528,0.0,0.0,0.0,0.0,30758.742,6720.607
1529,0.0,0.0,0.0,0.0,30758.742,6341.099000000002
1530,0.0,0.0,0.0,0.0,30758.742,4836.6398
1531,0.0,0.0,0.0,0.0,30758.742,3509.3860000000004
1532,0.0,0.0,0.0,0.0,30758.742,3814.1621
1533,0.0,0.0,0.0,0.0,30758.742,4544.248000000007
1534,0.0,0.0,0.0,0.0,30758.742,6015.8958999999995
1535,0.0,0.0,0.0,0.0,30758.742,8012.543999999994
1536,0.0,0.0,0.0,0.0,30758.742,9573.639
1537,0.0,0.0,0.0,0.0,30758.742,10934.070000000007
1538,0.0,0.0,0.0,0.0,30758.742,11865.110999999997
1539,0.0,0.0,0.0,0.0,30758.742,12303.411999999997
1540,0.0,0.0,0.0,0.0,30758.742,12456.327999999994
1541,0.0,0.0,0.0,0.0,30758.742,11893.343999999997
1542,0.0,0.0,0.0,0.0,30758.742,10611.927000000003
1543,0.0,0.0,0.0,0.0,30758.742,8071.029000000002
1544,0.0,0.0,0.0,0.0,30758.742,6398.9636
1545,0.0,0.0,0.0,0.0,30758.742,6112.286
1546,0.0,0.0,0.0,0.0,30758.742,6175.3071
1547,0.0,0.0,0.0,0.0,30758.742,6161.818999999996
1548,0.0,0.0,0.0,0.0,30758.742,6115.9130000000005
1549,0.0,0.0,0.0,0.0,30758.742,6652.520999999997
1550,0.0,0.0,0.0,0.0,30758.742,6888.2959999999985
1551,0.0,0.0,0.0,0.0,30758.742,7436.567999999996
1552,0.0,0.0,0.0,0.0,30758.742,7032.744999999999
1553,0.0,0.0,0.0,0.0,30758.742,6205.591
1554,0.0,0.0,0.0,0.0,30758.742,4916.2191
1555,0.0,0.0,0.0,0.0,30758.742,3377.1969999999965
1556,0.0,0.0,0.0,0.0,30758.742,3459.4269999999997
1557,0.0,0.0,0.0,0.0,30758.742,4125.6
1558,0.0,0.0,0.0,0.0,30758.742,5677.9310000000005
1559,0.0,0.0,0.0,0.0,30758.742,8022.580000000002
1560,0.0,0.0,0.0,0.0,30758.742,9554.335999999996
1561,0.0,0.0,0.0,0.0,30758.742,10818.754
1562,0.0,0.0,0.0,0.0,30758.742,11723.581999999995
1563,0.0,0.0,0.0,0.0,30758.742,12296.441999999995
1564,0.0,0.0,0.0,0.0,30758.742,12314.598000000005
1565,0.0,0.0,0.0,0.0,30758.742,11993.206000000006
1566,0.0,0.0,0.0,0.0,30758.742,10213.970999999998
1567,0.0,0.0,0.0,0.0,30758.742,7929.1516
1568,0.0,0.0,0.0,0.0,30758.742,6841.054000000004
1569,0.0,0.0,0.0,0.0,30758.742,7265.511999999995
1570,0.0,0.0,0.0,0.0,30758.742,7860.768
1571,0.0,0.0,0.0,0.0,30758.742,8270.701000000001
1572,0.0,0.0,0.0,0.0,30758.742,8615.324000000004
1573,0.0,0.0,0.0,0.0,30758.742,8654.160000000003
1574,0.0,0.0,0.0,0.0,30758.742,8514.936000000002
1575,0.0,0.0,0.0,0.0,30758.742,8278.868000000002
1576,0.0,0.0,0.0,0.0,30758.742,7911.362300000001
1577,0.0,0.0,0.0,0.0,30758.742,7597.580000000002
1578,0.0,0.0,0.0,0.0,30758.742,5990.67203
1579,0.0,0.0,0.0,0.0,30758.742,3761.265
1580,0.0,0.0,0.0,0.0,30758.742,3837.4360000000015
1581,0.0,0.0,0.0,0.0,30758.742,4601.870999999999
1582,0.0,0.0,0.0,0.0,30758.742,5894.996999999999
1583,0.0,0.0,0.0,0.0,30758.742,7829.275000000005
1584,0.0,0.0,0.0,0.0,30758.742,9686.144999999997
1585,0.0,0.0,0.0,0.0,30758.742,10887.322
1586,0.0,0.0,0.0,0.0,30758.742,11927.464000000007
1587,0.0,0.0,0.0,0.0,30758.742,12387.148000000001
1588,0.0,0.0,0.0,0.0,30758.742,12225.099000000002
1589,0.0,0.0,0.0,0.0,30758.742,11742.911999999997
1590,0.0,0.0,0.0,0.0,30758.742,10069.737000000001
1591,0.0,0.0,0.0,0.0,30758.742,7707.6261
1592,0.0,0.0,0.0,0.0,30758.742,6672.448000000004
1593,0.0,0.0,0.0,0.0,30758.742,7369.710999999999
1594,0.0,0.0,0.0,0.0,30758.742,8284.036
1595,0.0,0.0,0.0,0.0,30758.742,8972.552000000003
1596,0.0,0.0,0.0,0.0,30758.742,9920.773999999998
1597,0.0,0.0,0.0,0.0,30758.742,10578.394999999997
1598,0.0,0.0,0.0,0.0,30758.742,10602.573999999993
1599,0.0,0.0,0.0,0.0,30758.742,10495.087
1600,0.0,0.0,0.0,0.0,30758.742,9965.452000000005
1601,0.0,0.0,0.0,0.0,30758.742,9004.9887
1602,0.0,0.0,0.0,0.0,30758.742,6714.580000000002
1603,0.0,0.0,0.0,0.0,30758.742,4262.249
1604,0.0,0.0,0.0,0.0,30758.742,4169.512000000002
1605,0.0,0.0,0.0,0.0,30758.742,4612.082
1606,0.0,0.0,0.0,0.0,30758.742,5872.728999999999
1607,0.0,0.0,0.0,0.0,30758.742,7757.855000000001
1608,0.0,0.0,0.0,0.0,30758.742,8918.843999999997
1609,0.0,0.0,0.0,0.0,30758.742,10227.132999999994
1610,0.0,0.0,0.0,0.0,30758.742,11277.638000000006
1611,0.0,0.0,0.0,0.0,30758.742,11919.614000000001
1612,0.0,0.0,0.0,0.0,30758.742,11905.328000000001
1613,0.0,0.0,0.0,0.0,30758.742,11891.525999999998
1614,0.0,0.0,0.0,0.0,30758.742,11165.307999999997
1615,0.0,0.0,0.0,0.0,30758.742,10491.535999999993
1616,0.0,0.0,0.0,0.0,30758.742,10189.487000000001
1617,0.0,0.0,0.0,0.0,30758.742,10536.64
1618,0.0,0.0,0.0,0.0,30758.742,10538.366999999998
1619,0.0,0.0,0.0,0.0,30758.742,10402.180999999997
1620,0.0,0.0,0.0,0.0,30758.742,10769.341999999997
1621,0.0,0.0,0.0,0.0,30758.742,11618.788
1622,0.0,0.0,0.0,0.0,30758.742,11871.993000000002
1623,0.0,0.0,0.0,0.0,30758.742,11326.055
1624,0.0,0.0,0.0,0.0,30758.742,10844.271999999997
1625,0.0,0.0,0.0,0.0,30758.742,10300.847000000002
1626,0.0,0.0,0.0,0.0,30758.742,8578.742000000002
1627,0.0,0.0,0.0,0.0,30758.742,6257.439999999999
1628,0.0,0.0,0.0,0.0,30758.742,6401.6814
1629,0.0,0.0,0.0,0.0,30758.742,6779.251999999993
1630,0.0,0.0,0.0,0.0,30758.742,7634.868000000002
1631,0.0,0.0,0.0,0.0,30758.742,9114.574
1632,0.0,0.0,0.0,0.0,30758.742,10492.583999999995
1633,0.0,0.0,0.0,0.0,30758.742,11203.555999999997
1634,0.0,0.0,0.0,0.0,30758.742,12141.273999999998
1635,0.0,0.0,0.0,0.0,30758.742,12141.273999999998
1636,0.0,0.0,0.0,0.0,30758.742,12779.25
1637,0.0,0.0,0.0,0.0,30758.742,13484.111999999994
1638,0.0,0.0,0.0,0.0,30758.742,13400.517999999996
1639,0.0,0.0,0.0,0.0,30758.742,12798.024000000005
1640,0.0,0.0,0.0,0.0,30758.742,12122.176000000007
1641,0.0,0.0,0.0,0.0,30758.742,11601.478000000003
1642,0.0,0.0,0.0,0.0,30758.742,11782.513999999996
1643,0.0,0.0,0.0,0.0,30758.742,12487.017999999996
1644,0.0,0.0,0.0,0.0,30758.742,12640.733999999997
1645,0.0,0.0,0.0,0.0,30758.742,13151.288
1646,0.0,0.0,0.0,0.0,30758.742,13494.570000000007
1647,0.0,0.0,0.0,0.0,30758.742,13592.164000000004
1648,0.0,0.0,0.0,0.0,30758.742,13273.528000000006
1649,0.0,0.0,0.0,0.0,30758.742,13091.846000000005
1650,0.0,0.0,0.0,0.0,30758.742,11308.559999999998
1651,0.0,0.0,0.0,0.0,30758.742,9003.801999999996
1652,0.0,0.0,0.0,0.0,30758.742,6640.169999999998
1653,0.0,0.0,0.0,0.0,30758.742,6453.009999999998
1654,0.0,0.0,0.0,0.0,30758.742,7260.213000000003
1655,0.0,0.0,0.0,0.0,30758.742,8740.5
1656,0.0,0.0,0.0,0.0,30758.742,10329.339999999997
1657,0.0,0.0,0.0,0.0,30758.742,11265.735999999997
1658,0.0,0.0,0.0,0.0,30758.742,12172.106
1659,0.0,0.0,0.0,0.0,30758.742,12588.910000000003
1660,0.0,0.0,0.0,0.0,30758.742,12489.566000000006
1661,0.0,0.0,0.0,0.0,30758.742,12054.179999999993
1662,0.0,0.0,0.0,0.0,30758.742,10682.02
1663,0.0,0.0,0.0,0.0,30758.742,7674.847999999998
1664,0.0,0.0,0.0,0.0,30758.742,5260.1954
1665,0.0,0.0,0.0,0.0,30758.742,5379.3110000000015
1666,0.0,0.0,0.0,0.0,30758.742,5795.452000000001
1667,0.0,0.0,0.0,0.0,30758.742,6706.246000000003
1668,0.0,0.0,0.0,0.0,30758.742,7311.255000000001
1669,0.0,0.0,0.0,0.0,30758.742,8368.057
1670,0.0,0.0,0.0,0.0,30758.742,8461.614000000001
1671,0.0,0.0,0.0,0.0,30758.742,8787.236
1672,0.0,0.0,0.0,0.0,30758.742,8655.267999999996
1673,0.0,0.0,0.0,0.0,30758.742,8311.743000000002
1674,0.0,0.0,0.0,0.0,30758.742,7313.167000000001
1675,0.0,0.0,0.0,0.0,30758.742,5742.763999999999
1676,0.0,0.0,0.0,0.0,30758.742,4182.985000000001
1677,0.0,0.0,0.0,0.0,30758.742,4493.8257
1678,0.0,0.0,0.0,0.0,30758.742,5837.447999999997
1679,0.0,0.0,0.0,0.0,30758.742,7902.036
1680,0.0,0.0,0.0,0.0,30758.742,9415.229999999996
1681,0.0,0.0,0.0,0.0,30758.742,10384.172999999995
1682,0.0,0.0,0.0,0.0,30758.742,11387.668000000005
1683,0.0,0.0,0.0,0.0,30758.742,12175.017999999996
1684,0.0,0.0,0.0,0.0,30758.742,12377.496
1685,0.0,0.0,0.0,0.0,30758.742,11635.951000000001
1686,0.0,0.0,0.0,0.0,30758.742,10260.563999999998
1687,0.0,0.0,0.0,0.0,30758.742,7732.7321
1688,0.0,0.0,0.0,0.0,30758.742,6073.880000000005
1689,0.0,0.0,0.0,0.0,30758.742,6392.8209
1690,0.0,0.0,0.0,0.0,30758.742,7534.335999999996
1691,0.0,0.0,0.0,0.0,30758.742,8169.749
1692,0.0,0.0,0.0,0.0,30758.742,8667.385000000002
1693,0.0,0.0,0.0,0.0,30758.742,9332.916999999998
1694,0.0,0.0,0.0,0.0,30758.742,9633.228000000003
